


SlowSort

n;Time (ms);Steps;Swaps

10;0;100;23
1000;31;1000100;245898
10000;1750;101000100;18605810


InsertionSort

n;Time (ms);Steps;Swaps

10;0;45;23
1000;10;499545;251750
10000;1091;50494545;25384471


MergeSort

n;Time (ms);Steps;Swaps

10;0;23;32
1000;0;8615;9502
10000;0;127376;137834
100000;111;1643921;1751492
1000000;1540;20143704;21185605


QuickSort

n;Time (ms);Steps;Swaps

10;0;11;10
1000;0;2560;2364
10000;0;36133;34141
100000;61;473718;463026
1000000;980;6327943;6297882
